identity_id,platform,platform_username,ou,status,role_or_group,privilege_level,last_login,mfa_enabled,api_key_age_days,department,admin_justified,token_scope
ID0107,AD,luis.acosta,"OU=Finance,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Finance-Staff|GG-SAP-Users|GG-ReadOnly-FS,elevated,2025-08-24,False,,Finance,False,
ID0107,AWS,luis-acosta,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,standard,2025-09-18,True,115.0,Finance,False,read_only
ID0107,Okta,luis.acosta@socgen.com,,active,SAP S4HANA|Workday|Slack|Concur,standard,2025-12-26,True,,Finance,False,
ID0108,AD,theodore.jr.,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2025-09-11,False,,Legal,False,
ID0108,AWS,theodore-jr.,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-04-01,True,83.0,Legal,False,read_only
ID0108,Okta,theodore.jr.@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2026-02-18,False,,Legal,False,
ID0109,AD,jody.jacobs,"OU=Sales,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Sales-Staff|GG-CRM-Access,elevated,2026-02-21,False,,Sales,False,
ID0109,AWS,jody-jacobs,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-06-24,True,850.0,Sales,False,read_only
ID0109,Okta,jody.jacobs@socgen.com,,active,Salesforce|Slack|Zoom|HubSpot,standard,2025-12-05,True,,Sales,False,
ID0110,AD,stephen.gutierrez,"OU=Sales,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Sales-Staff|GG-CRM-Access|GG-Domain-Admins,admin,2025-10-10,True,,Sales,False,
ID0110,AWS,stephen-gutierrez,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2026-01-02,True,152.0,Sales,False,admin
ID0110,Okta,stephen.gutierrez@socgen.com,,active,Salesforce|Slack|Zoom|HubSpot,standard,2025-11-07,True,,Sales,False,
ID0111,AD,christian.leblanc,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,elevated,2025-09-24,False,,Legal,False,
ID0111,AWS,christian-leblanc,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-11-23,False,513.0,Legal,False,read_only
ID0111,Okta,christian.leblanc@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2026-04-02,True,,Legal,False,
ID0112,AD,laurie.hoffman,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2025-10-23,False,,Legal,False,
ID0112,AWS,laurie-hoffman,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-11-29,False,178.0,Legal,False,read_only
ID0112,Okta,laurie.hoffman@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2026-05-10,True,,Legal,False,
ID0113,AD,lindsay.bell,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2025-07-10,False,,Legal,False,
ID0113,AWS,lindsay-bell,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-06-18,True,161.0,Legal,False,read_only
ID0113,Okta,lindsay.bell@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2025-09-16,True,,Legal,False,
ID0114,AD,donald.perez,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2025-08-08,True,,Legal,False,
ID0114,AWS,donald-perez,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-03-06,True,176.0,Legal,False,read_only
ID0114,Okta,donald.perez@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2026-02-24,True,,Legal,False,
ID0115,AD,donald.farmer,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2025-11-10,True,,Engineering,False,
ID0115,AWS,donald-farmer,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-03-31,True,181.0,Engineering,False,read_only
ID0115,Okta,donald.farmer@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2025-11-05,True,,Engineering,False,
ID0116,AD,joseph.bennett,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2025-06-30,False,,Engineering,False,
ID0116,AWS,joseph-bennett,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2026-01-05,True,12.0,Engineering,False,read_only
ID0116,Okta,joseph.bennett@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2026-01-21,True,,Engineering,False,
ID0117,AD,sophia.moore,"OU=Finance,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Finance-Staff|GG-SAP-Users|GG-ReadOnly-FS,standard,2025-12-11,False,,Finance,False,
ID0117,AWS,sophia-moore,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,standard,2025-11-22,False,136.0,Finance,False,read_only
ID0117,Okta,sophia.moore@socgen.com,,active,SAP S4HANA|Workday|Slack|Concur,standard,2026-03-20,True,,Finance,False,
ID0118,AD,ashley.jordan,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2026-03-23,True,,Legal,False,
ID0118,AWS,ashley-jordan,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-08-07,False,98.0,Legal,False,read_only
ID0118,Okta,ashley.jordan@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2026-02-17,False,,Legal,False,
ID0119,AD,dan.dougherty,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2025-08-26,True,,Engineering,False,
ID0119,AWS,dan-dougherty,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2026-02-10,True,164.0,Engineering,False,read_only
ID0119,Okta,dan.dougherty@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2026-02-10,True,,Engineering,False,
ID0120,AD,james.padilla,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2025-10-25,False,,Legal,False,
ID0120,AWS,james-padilla,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2026-05-14,True,41.0,Legal,False,read_only
ID0120,Okta,james.padilla@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2025-12-26,True,,Legal,False,
ID0121,AD,laura.mckinney,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2025-07-28,False,,Engineering,False,
ID0121,AWS,laura-mckinney,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-04-14,True,117.0,Engineering,False,read_only
ID0121,Okta,laura.mckinney@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2026-03-11,False,,Engineering,False,
ID0122,AD,michael.cox,"OU=Sales,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Sales-Staff|GG-CRM-Access,standard,2025-10-16,True,,Sales,False,
ID0122,AWS,michael-cox,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-12-19,False,147.0,Sales,False,read_only
ID0122,Okta,michael.cox@socgen.com,,active,Salesforce|Slack|Zoom|HubSpot,standard,2026-01-20,True,,Sales,False,
ID0123,AD,nichole.walker,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk|GG-Domain-Admins,admin,2026-06-09,False,,IT,True,
ID0123,AWS,nichole-walker,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2025-04-04,False,145.0,IT,True,admin
ID0123,Okta,nichole.walker@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk|Okta Admin Console,admin,2026-05-26,False,,IT,True,
ID0124,AD,charles.gonzalez,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk,standard,2026-01-25,True,,IT,False,
ID0124,AWS,charles-gonzalez,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2026-02-28,False,91.0,IT,False,read_only
ID0124,Okta,charles.gonzalez@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk,standard,2026-03-15,True,,IT,False,
ID0125,AD,justin.riley,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk|GG-Domain-Admins,admin,2025-07-08,True,,IT,True,
ID0125,AWS,justin-riley,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2025-07-25,True,161.0,IT,True,admin
ID0125,Okta,justin.riley@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk|Okta Admin Console,admin,2026-01-13,False,,IT,True,
ID0126,AD,leslie.bell,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access,standard,2026-06-03,False,,HR,False,
ID0126,AWS,leslie-bell,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-03-12,True,24.0,HR,False,read_only
ID0126,Okta,leslie.bell@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2026-01-04,False,,HR,False,
ID0127,AD,vanessa.davis,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2026-03-23,True,,Engineering,False,
ID0127,AWS,vanessa-davis,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-03-29,True,139.0,Engineering,False,read_only
ID0127,Okta,vanessa.davis@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2025-09-22,True,,Engineering,False,
ID0128,AD,john.hernandez,"OU=Sales,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Sales-Staff|GG-CRM-Access,standard,2026-03-28,False,,Sales,False,
ID0128,AWS,john-hernandez,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-02-10,True,124.0,Sales,False,read_only
ID0128,Okta,john.hernandez@socgen.com,,active,Salesforce|Slack|Zoom|HubSpot,standard,2025-12-29,True,,Sales,False,
ID0129,AD,michael.ritter,"OU=Finance,OU=Users,DC=corp,DC=socgen,DC=com",disabled,GG-Finance-Staff|GG-SAP-Users|GG-ReadOnly-FS,standard,2026-02-25,False,,Finance,False,
ID0129,AWS,michael-ritter,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,standard,2025-12-15,True,143.0,Finance,False,read_only
ID0129,Okta,michael.ritter@socgen.com,,suspended,SAP S4HANA|Workday|Slack|Concur,standard,,True,,Finance,False,
ID0130,AD,mark.cook,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",disabled,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk,standard,2025-06-02,False,,IT,True,
ID0130,AWS,mark-cook,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-02-24,True,164.0,IT,True,read_only
ID0130,Okta,mark.cook@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk|Okta Admin Console,admin,,True,,IT,True,
ID0131,AD,felicia.aguilar,"OU=Sales,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Sales-Staff|GG-CRM-Access,standard,2025-10-22,True,,Sales,False,
ID0131,AWS,felicia-aguilar,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2026-01-04,False,144.0,Sales,False,read_only
ID0131,Okta,felicia.aguilar@socgen.com,,active,Salesforce|Slack|Zoom|HubSpot,standard,2026-02-27,True,,Sales,False,
ID0132,AD,james.conner,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",disabled,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk,standard,2025-07-23,False,,IT,False,
ID0132,AWS,james-conner,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-02-21,True,412.0,IT,False,read_only
ID0132,Okta,james.conner@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk,standard,,False,,IT,False,
ID0133,AD,alicia.parker,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk|GG-Domain-Admins,admin,2026-04-22,True,,IT,True,
ID0133,AWS,alicia-parker,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2026-04-12,True,138.0,IT,True,admin
ID0133,Okta,alicia.parker@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk|Okta Admin Console,admin,2025-10-31,True,,IT,True,
ID0134,AD,ryan.garcia,"OU=Sales,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Sales-Staff|GG-CRM-Access,elevated,2025-07-12,False,,Sales,False,
ID0134,AWS,ryan-garcia,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2026-04-02,True,187.0,Sales,False,read_only
ID0134,Okta,ryan.garcia@socgen.com,,active,Salesforce|Slack|Zoom|HubSpot,standard,2026-05-01,False,,Sales,False,
ID0135,AD,carol.kim,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk,standard,2025-08-09,False,,IT,False,
ID0135,AWS,carol-kim,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2026-06-04,False,72.0,IT,False,read_only
ID0135,Okta,carol.kim@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk,standard,2025-12-13,True,,IT,False,
ID0136,AD,rachel.young,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk|GG-Domain-Admins,admin,2025-09-13,False,,IT,True,
ID0136,AWS,rachel-young,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2025-09-13,False,93.0,IT,True,admin
ID0136,Okta,rachel.young@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk|Okta Admin Console,admin,2025-09-13,True,,IT,True,
ID0137,AD,mrs..reyes,"OU=Sales,OU=Users,DC=corp,DC=socgen,DC=com",disabled,GG-Sales-Staff|GG-CRM-Access,standard,2025-10-31,True,,Sales,False,
ID0137,AWS,mrs.-reyes,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-07-28,False,165.0,Sales,False,read_only
ID0137,Okta,mrs..reyes@socgen.com,,active,Salesforce|Slack|Zoom|HubSpot,standard,,True,,Sales,False,
ID0138,AD,ashley.singleton,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",disabled,GG-Legal-Staff|GG-DLP-Policy,standard,2025-09-04,True,,Legal,False,
ID0138,AWS,ashley-singleton,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-08-24,True,578.0,Legal,False,read_only
ID0138,Okta,ashley.singleton@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2026-02-21,True,,Legal,False,
ID0139,AD,thomas.velasquez,"OU=Finance,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Finance-Staff|GG-SAP-Users|GG-ReadOnly-FS|GG-Domain-Admins,admin,2025-05-20,True,,Finance,False,
ID0139,AWS,thomas-velasquez,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2026-06-19,True,153.0,Finance,False,admin
ID0139,Okta,thomas.velasquez@socgen.com,,active,SAP S4HANA|Workday|Slack|Concur,standard,2026-04-07,True,,Finance,False,
ID0140,AD,alfred.galvan,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk|GG-Domain-Admins,admin,2025-11-22,False,,IT,False,
ID0140,AWS,alfred-galvan,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2025-11-22,True,29.0,IT,False,admin
ID0140,Okta,alfred.galvan@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk,standard,2025-11-22,True,,IT,False,
ID0141,AD,julie.gilbert,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access,standard,2025-12-19,True,,HR,False,
ID0141,AWS,julie-gilbert,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2026-03-23,True,5.0,HR,False,read_only
ID0141,Okta,julie.gilbert@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2026-05-25,True,,HR,False,
ID0142,AD,ashley.roberts,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",disabled,GG-Legal-Staff|GG-DLP-Policy,standard,2025-10-20,False,,Legal,False,
ID0142,AWS,ashley-roberts,,inactive,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-08-21,True,132.0,Legal,False,read_only
ID0142,Okta,ashley.roberts@socgen.com,,suspended,SharePoint|Slack|DocuSign|Relativity,standard,,True,,Legal,False,
ID0143,AD,alexis.robertson,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2025-08-10,True,,Legal,False,
ID0143,AWS,alexis-robertson,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-09-27,True,169.0,Legal,False,read_only
ID0143,Okta,alexis.robertson@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2025-10-29,True,,Legal,False,
ID0144,AD,matthew.miller,"OU=Finance,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Finance-Staff|GG-SAP-Users|GG-ReadOnly-FS,standard,2026-05-20,False,,Finance,False,
ID0144,AWS,matthew-miller,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,standard,2025-07-04,True,110.0,Finance,False,read_only
ID0144,Okta,matthew.miller@socgen.com,,active,SAP S4HANA|Workday|Slack|Concur,standard,2025-10-12,False,,Finance,False,
ID0145,AD,james.brooks,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy|GG-Domain-Admins,admin,2026-01-28,True,,Legal,False,
ID0145,AWS,james-brooks,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2026-01-28,True,38.0,Legal,False,admin
ID0145,Okta,james.brooks@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2026-01-28,True,,Legal,False,
ID0146,AD,nancy.cook,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access,standard,2025-12-07,False,,HR,False,
ID0146,AWS,nancy-cook,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-11-12,True,155.0,HR,False,read_only
ID0146,Okta,nancy.cook@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2026-04-23,True,,HR,False,
ID0147,AD,robin.brown,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2025-11-12,False,,Legal,False,
ID0147,AWS,robin-brown,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-12-29,True,106.0,Legal,False,read_only
ID0147,Okta,robin.brown@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2025-11-28,False,,Legal,False,
ID0148,AD,kaylee.hays,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",disabled,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2026-02-10,False,,Engineering,False,
ID0148,AWS,kaylee-hays,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-03-05,True,176.0,Engineering,False,read_only
ID0148,Okta,kaylee.hays@socgen.com,,suspended,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,,True,,Engineering,False,
ID0149,AD,robert.kim,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk|GG-Domain-Admins,admin,2025-10-21,True,,IT,True,
ID0149,AWS,robert-kim,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2025-10-21,True,191.0,IT,True,admin
ID0149,Okta,robert.kim@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk|Okta Admin Console,admin,2025-10-21,True,,IT,True,
ID0150,AD,robert.adams,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2025-08-24,False,,Legal,False,
ID0150,AWS,robert-adams,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-12-21,False,106.0,Legal,False,read_only
ID0150,Okta,robert.adams@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2025-11-16,True,,Legal,False,
ID0151,AD,matthew.parker,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access,standard,2026-01-24,False,,HR,False,
ID0151,AWS,matthew-parker,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-10-04,True,148.0,HR,False,read_only
ID0151,Okta,matthew.parker@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2026-04-02,False,,HR,False,
ID0152,AD,jessica.fowler,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access|GG-Domain-Admins,admin,2026-02-26,True,,Engineering,False,
ID0152,AWS,jessica-fowler,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2025-12-14,True,143.0,Engineering,False,admin
ID0152,Okta,jessica.fowler@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2026-01-29,True,,Engineering,False,
ID0153,AD,brenda.lawson,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2025-11-13,True,,Engineering,False,
ID0153,AWS,brenda-lawson,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-04-22,False,169.0,Engineering,False,read_only
ID0153,Okta,brenda.lawson@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2026-02-04,True,,Engineering,False,
ID0154,AD,keith.jacobs,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk|GG-Domain-Admins,admin,2026-01-30,False,,IT,False,
ID0154,AWS,keith-jacobs,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2026-01-30,True,80.0,IT,False,admin
ID0154,Okta,keith.jacobs@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk,standard,2026-01-30,True,,IT,False,
ID0155,AD,ernest.ramirez,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk,standard,2026-03-20,True,,IT,False,
ID0155,AWS,ernest-ramirez,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2026-05-16,True,103.0,IT,False,read_only
ID0155,Okta,ernest.ramirez@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk,standard,2026-06-05,True,,IT,False,
ID0156,AD,cindy.carr,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2025-06-03,True,,Legal,False,
ID0156,AWS,cindy-carr,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-12-28,True,117.0,Legal,False,read_only
ID0156,Okta,cindy.carr@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2025-12-13,True,,Legal,False,
ID0157,AD,rita.dvm,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk|GG-Domain-Admins,admin,2025-06-16,False,,IT,True,
ID0157,AWS,rita-dvm,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2025-08-19,True,146.0,IT,True,admin
ID0157,Okta,rita.dvm@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk|Okta Admin Console,admin,2026-05-25,True,,IT,True,
ID0158,AD,katie.martinez,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access,standard,2026-04-01,True,,HR,False,
ID0158,AWS,katie-martinez,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-11-06,False,70.0,HR,False,read_only
ID0158,Okta,katie.martinez@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2025-11-15,False,,HR,False,
ID0159,AD,william.anderson,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2025-08-14,False,,Engineering,False,
ID0159,AWS,william-anderson,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-05-30,False,56.0,Engineering,False,read_only
ID0159,Okta,william.anderson@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2026-04-23,True,,Engineering,False,
